DrugID,Descriptions
F00216,"Hibiscus tea is the infusion made from the calyces (sepals) of the Hibiscus sabdariffa flower, an herbal tea drink consumed both hot and cold by people around the world. It is also referred to as roselle (another common name for the hibiscus flower), flor de Jamaica in Latin America, karkadé in Egypt and Sudan, Chai Kujarat in Iraq, bissap or wonjo in West Africa, sorrel in Jamaica and Trinidad and Tobago, red sorrel in the wider Caribbean, and other names in other regions. Hibiscus tea has a tart, cranberry-like flavor, and sugar is often added to sweeten the beverage. The tea contains vitamin C and minerals and is used traditionally as a mild medicine. Hibiscus tea contains 15-30% organic acids, including citric acid, maleic acid, and tartaric acid. It also contains acidic polysaccharides and flavonoid glycosides, such as cyanidin and delphinidin, that give it its characteristic deep red colour."
F00217,"Rooibos tea is also known as red tea or red bush tea.It is made using leaves from a shrub called Aspalathus linearis, usually grown on the western coast of South Africa.Rooibos is a herbal tea and is not related to green or black tea."
F00218,"The cashew, or caju, is a small tree native to Brazil. Cashew nuts are the seeds of the cashew apple, and are found in the grey bump at the end of the fruit. The cashew apple itself is sweet, soft and juicy.Cashews are usually sold roasted and salted and eaten as a snack."
F00219,"Asparagus officinalis is a spring vegetable, a flowering perennial plant species in the genus Asparagus. It was once classified in the lily family, like its Allium cousins, onions and garlic, but the Liliaceae have been split and the onion-like plants are now in the family Amaryllidaceae and asparagus in the Asparagaceae. Asparagus officinalis is native to most of Europe, northern Africa and western Asia, and is widely cultivated as a vegetable crop."
F00220,"Chinese cabbage (Brassica rapa, subspecies pekinensis and chinensis) can refer to two distinct varieties of Chinese leaf vegetables often used in Chinese cuisine: Pekinensis (napa cabbage) and Chinensis (bok choi). These vegetables are both variant cultivars or subspecies of the turnip and belong to the same genus as such Western staples as cabbage, broccoli, and cauliflower. Both have many variations in name, spelling, and scientific classification?especially the bok choy (B. rapa chinensis) variety."
F00221,"The pigeon pea (Cajanus cajan) is a perennial legume from the family Fabaceae. Since its domestication in India at least 3,500 years ago, its seeds have become a common food grain in Asia, Africa, and Latin America. It is consumed on a large scale mainly in south Asia and is a major source of protein for the population of that subcontinent. Pigeon peas are both a food crop (dried peas, flour, or green vegetable peas) and a forage/cover crop. In combination with cereals, pigeon peas make a well-balanced human food. The dried peas may be sprouted briefly, then cooked, for a flavor different from the green or dried peas. Sprouting also enhances the digestibility of dried pigeon peas via the reduction of indigestible sugars that would otherwise remain in the cooked dried peas. Pigeon peas contain high levels of protein and the important amino acids methionine, lysine, and tryptophan."
F00222,"Capparis spinosa, the caper bush, also called Flinders rose, is a perennial winter-deciduous plant that bears rounded, fleshy leaves and large white to pinkish-white flowers. The plant is best known for the edible flower buds (capers), often used as a seasoning, and the fruit (caper berry), both of which are usually consumed pickled. Other species of Capparis are also picked along with C. spinosa for their buds or fruits. Other parts of Capparis plants are used in the manufacture of medicines and cosmetics."
F00223,"Endive, Cichorium endivia, is a leaf vegetable belonging to the daisy family. Endive can be cooked or used raw in salads. Endive is rich in many vitamins and minerals, especially in folate and vitamins A and K, and is high in fiber."
F00224,"Cucumber (Cucumis sativus) is a widely cultivated plant in the gourd family Cucurbitaceae. It is a creeping vine that bears cylindrical fruits that are used as culinary vegetables. There are three main varieties of cucumber: slicing, pickling, and burpless. Within these varieties, several different cultivars have emerged. The cucumber is originally from Southern Asia, but now grows on most continents. Many different varieties are traded on the global market."
F00225,"The quince (Cydonia oblonga) is the sole member of the genus Cydonia in the family Rosaceae (which also contains apples and pears, among other fruits). It is a small deciduous tree that bears a pome fruit, similar in appearance to a pear, and bright golden-yellow when mature. Throughout history the cooked fruit has been used as food, but the tree is also grown for its attractive pale pink blossom and other ornamental qualities."
F00226,"The globe artichoke (Cynara cardunculus var. scolymus) is a cultivated variety of a species of thistle. It is cultivated as a food. The edible matter is buds that form within the flower heads before the flowers come into bloom. The buds go away or change to a coarse, barely edible form when the flower blooms. The uncultivated or wild variety of the species is called a cardoon. It is a perennial plant native to the Mediterranean region."
F00227,"Cardamom (or cardamon) refers to several plants of the similar genera Elettaria and Amomum in the ginger family Zingiberaceae. Both genera are native to India, Nepal and Bhutan; they are recognised by their small seed pods, triangular in cross-section and spindle-shaped, with a thin, papery, outer shell and small black seeds. Today, Guatemala is the biggest producer and exporter of cardamom in the world, followed by India. Some other countries such as Sri Lanka have also begun to cultivate it. Elettaria pods are light green while Amomum pods are larger and dark brown. It is the world's third most expensive spice by weight, outstripped in market value only by saffron and vanilla."
F00228,"The loquat (Eriobotrya japonica) is a species of flowering plant in the family Rosaceae, native to south-central China. It is a large evergreen shrub or small tree, grown commercially for its yellow fruit, and also cultivated as an ornamental plant. Eriobotrya japonica was formerly thought to be closely related to the genus Mespilus, and is still sometimes known as the Japanese medlar. It is also known as Japanese plum and Chinese plum."
F00229,"Ipomoea aquatica is a semiaquatic, tropical plant grown as a vegetable for its tender shoots and leaves. It is found throughout the tropical and subtropical regions of the world, although it is not known where it originated. This plant is known in English as water spinach, river spinach, water morning glory, water convolvulus, or by the more ambiguous names Chinese spinach, Chinese convolvulus, swamp cabbage or kangkong in Southeast Asia. Occasionally, it has also been mistakenly called ""kale"" in English, although kale is a strain of mustard belonging to the species Brassica oleracea and is completely unrelated to water spinach, which is a species of morning glory."
F00230,"The apple is the pomaceous fruit of the apple tree, species Malus domestica in the rose family. It is one of the most widely cultivated tree fruits, and the most widely known of the many members of genus Malus that are used by humans. "
F00231,"The nutmeg tree is any of several species of trees in genus Myristica. The most important commercial species is Myristica fragrans, an evergreen tree indigenous to the Banda Islands in the Moluccas (or Spice Islands) of Indonesia. The nutmeg tree is important for two spices derived from the fruit: nutmeg and mace."
F00232,"Basil, Thai basil, or sweet basil, is a common name for the culinary herb Ocimum basilicum of the family Lamiaceae (mints). Basil is originally native to India, having been cultivated there for more than 5,000 years, but was thoroughly familiar to Theophrastus and Dioscorides."
